raceId,constructorId,circuitId,year,constructorName,circuitName,circuitClass1,circuitClass2,circuitClass3,distanceKm,location,country,constructorDriverCount,totalDriverCount,totalConstructorCount,totalCalculatedPoints,totalRacePoints,shareOfTotalPoints,maxPoints,shareOfMaxPoints,firstPlace,secondPlace,thirdPlace,trailingDriverCircuitExperience,totalDriverCircuitExperience,trailingAvgRelativeFinish,avgRelativePerformance,eventTrailingCompetitivenessDriver,eventCompetitivenessDriver,trailingConstructorCircuitExperience,totalConstructorCircuitExperience,trailingConstructorAvgRelativeFinish,constructorAvgRelativeFinish,eventTrailingCompetitivenessConstructor,eventCompetitivenessConstructor,logAdjustedShareOfMaxPoints,finishingNumber,finishingPercentage,finishingGroup,podiumAppearance,numberOfRacesAtCircuit
209,24,25,1997,Stewart,Argentine Grand Prix,Race,Race,Race,4.259,Buenos Aires,Argentina,2,22,11,0.00000001,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,2,6,0.708916084,0.615821679,0.574380165,0.488305255,0,2,1,0.670454545,0.572461171,0.512883984,-21.19326947,9,0.818181818,4,0,5
209,25,25,1997,Tyrrell,Argentine Grand Prix,Race,Race,Race,4.259,Buenos Aires,Argentina,2,22,11,0.0001,26.01010101,3.84466E-06,16,6.25E-06,0,0,0,4,7,0.515734266,0.563228439,0.574380165,0.488305255,11,13,0.480632976,0.490605525,0.572461171,0.512883984,-11.98292909,7,0.636363636,3,0,5
210,1,21,1997,McLaren,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,1,26.01010101,0.038446602,16,0.0625,0,0,0,7,22,0.362942021,0.365998983,0.597769211,0.514191305,16,26,0.299115653,0.31309215,0.544805388,0.508659786,-2.772588722,5,0.454545455,2,0,26
210,3,21,1997,Williams,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,10,26.01010101,0.384466019,16,0.625,1,0,0,4,20,0.466491842,0.509265734,0.597769211,0.514191305,16,26,0.368700287,0.370598778,0.544805388,0.508659786,-0.470003629,1,0.090909091,1,1,26
210,6,21,1997,Ferrari,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,10,26.01010101,0.384466019,16,0.625,0,1,1,7,23,0.314607268,0.298496712,0.597769211,0.514191305,17,27,0.367041607,0.307531248,0.544805388,0.508659786,-0.470003629,1,0.090909091,1,2,26
210,15,21,1997,Sauber,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,0.01,26.01010101,0.000384466,16,0.000625,0,0,0,11,16,0.498351351,0.511958569,0.597769211,0.514191305,4,13,0.447708541,0.461882348,0.544805388,0.508659786,-7.377758908,6,0.545454545,3,0,26
210,17,21,1997,Jordan,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,3,26.01010101,0.115339806,16,0.1875,0,0,0,1,21,0.931818182,0.513429752,0.597769211,0.514191305,6,15,0.582419266,0.607816191,0.544805388,0.508659786,-1.673976434,3,0.272727273,2,0,26
210,18,21,1997,Minardi,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,1E-10,26.01010101,3.84466E-12,16,6.25E-12,0,0,0,5,16,0.769976898,0.569601961,0.597769211,0.514191305,12,21,0.579238673,0.641816038,0.544805388,0.508659786,-25.79843965,9,0.818181818,4,0,26
210,20,21,1997,Prost,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,0.0001,26.01010101,3.84466E-06,16,0.00000625,0,0,0,3,12,0.714077589,0.614223277,0.597769211,0.514191305,0,5,1,0.681818182,0.544805388,0.508659786,-11.98292909,7,0.636363636,3,0,26
210,21,21,1997,Arrows,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,1E-12,26.01010101,3.84466E-14,16,6.25E-14,0,0,0,7,14,0.413452173,0.468707725,0.597769211,0.514191305,10,16,0.440072115,0.533567799,0.544805388,0.508659786,-30.40360984,10,0.909090909,4,0,26
210,22,21,1997,Benetton,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,2,26.01010101,0.076893204,16,0.125,0,0,0,18,24,0.394921568,0.422189001,0.597769211,0.514191305,11,16,0.372292046,0.447712145,0.544805388,0.508659786,-2.079441542,4,0.363636364,2,0,26
210,24,21,1997,Stewart,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,1E-18,26.01010101,3.84466E-20,16,6.25E-20,0,0,0,4,16,0.84606019,0.714783431,0.597769211,0.514191305,0,3,1,0.696969697,0.544805388,0.508659786,-44.2191204,11,1,4,0,26
210,25,21,1997,Tyrrell,San Marino Grand Prix,Race,Race,Race,4.933,Imola,Italy,2,22,11,0.00000101,26.01010101,3.88311E-08,16,6.3125E-08,0,0,0,4,13,0.862762238,0.667449218,0.597769211,0.514191305,17,19,0.536271075,0.532453067,0.544805388,0.508659786,-16.57814895,8,0.727272727,3,0,26
211,1,6,1997,McLaren,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,1.01E-26,26.01010101,3.88311E-28,16,6.3125E-28,0,0,0,7,24,0.519725679,0.521614976,0.607791199,0.497761952,26,49,0.358024687,0.408617923,0.551542594,0.499515415,-62.62985081,10,0.909090909,4,0,39
211,3,6,1997,Williams,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,1E-10,26.01010101,3.84466E-12,16,6.25E-12,0,0,0,4,20,0.410839161,0.529489122,0.607791199,0.497761952,20,43,0.344629132,0.47308919,0.551542594,0.499515415,-25.79843964,8,0.727272727,3,0,39
211,6,6,1997,Ferrari,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,14,26.01010101,0.538252427,16,0.875,1,0,1,7,26,0.455856644,0.31898364,0.607791199,0.497761952,42,65,0.339004193,0.319794784,0.551542594,0.499515415,-0.133531393,1,0.090909091,1,2,39
211,15,6,1997,Sauber,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,10,15,0.515252005,0.549541731,0.607791199,0.497761952,4,22,0.52534965,0.622423536,0.551542594,0.499515415,-35.00878001,9,0.818181818,4,0,39
211,17,6,1997,Jordan,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,1,26.01010101,0.038446602,16,0.0625,0,0,0,1,25,0.954545455,0.470070839,0.607791199,0.497761952,6,15,0.58360007,0.594483799,0.551542594,0.499515415,-2.772588722,5,0.454545455,2,0,39
211,18,6,1997,Minardi,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,0.00000001,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,5,21,0.892679196,0.636609768,0.607791199,0.497761952,11,20,0.603761814,0.659417483,0.551542594,0.499515415,-21.19326947,7,0.636363636,3,0,39
211,20,6,1997,Prost,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,3,26.01010101,0.115339806,16,0.1875,0,0,0,3,12,0.642191142,0.483793706,0.607791199,0.497761952,0,5,1,0.504545455,0.551542594,0.499515415,-1.673976434,3,0.272727273,2,0,39
211,21,6,1997,Arrows,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,1.01E-30,26.01010101,3.88311E-32,16,6.3125E-32,0,0,0,7,14,0.492744755,0.590526661,0.607791199,0.497761952,13,19,0.462588965,0.50311111,0.551542594,0.499515415,-71.84019118,11,1,4,0,39
211,22,6,1997,Benetton,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,1E-06,26.01010101,3.84466E-08,16,6.25E-08,0,0,0,18,24,0.332026491,0.387955007,0.607791199,0.497761952,11,16,0.417656447,0.424922898,0.551542594,0.499515415,-16.58809928,6,0.545454545,3,0,39
211,24,6,1997,Stewart,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,6.01,26.01010101,0.231064078,16,0.375625,0,1,0,4,21,0.809003497,0.469871284,0.607791199,0.497761952,0,3,1,0.545454545,0.551542594,0.499515415,-0.979163974,2,0.181818182,1,1,39
211,25,6,1997,Tyrrell,Monaco Grand Prix,Street,Street,Road,3.337,Monte Carlo,Monaco,2,22,11,2.0001,26.01010101,0.076897049,16,0.12500625,0,0,0,4,13,0.660839161,0.516924742,0.607791199,0.497761952,26,28,0.432353581,0.438808845,0.551542594,0.499515415,-2.079391543,4,0.363636364,2,0,39
212,1,4,1997,McLaren,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,1.01,26.01010101,0.038831068,16,0.063125,0,0,0,8,25,0.606954427,0.377249552,0.561497888,0.522485433,6,29,0.415232048,0.432621653,0.588434547,0.540381117,-2.762638391,6,0.545454545,3,0,29
212,3,4,1997,Williams,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,10.0001,26.01010101,0.384469864,16,0.62500625,1,0,0,4,20,0.279396529,0.483768454,0.561497888,0.522485433,6,29,0.317568716,0.450870191,0.588434547,0.540381117,-0.469993629,1,0.090909091,1,1,29
212,6,4,1997,Ferrari,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,3,26.01010101,0.115339806,16,0.1875,0,0,0,9,28,0.225865762,0.355880933,0.561497888,0.522485433,6,29,0.344060935,0.319460883,0.588434547,0.540381117,-1.673976434,4,0.363636364,2,0,29
212,15,4,1997,Sauber,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,2,26.01010101,0.076893204,16,0.125,0,0,0,9,14,0.545753812,0.53787645,0.561497888,0.522485433,4,22,0.528797591,0.540117206,0.588434547,0.540381117,-2.079441542,5,0.454545455,2,0,29
212,17,4,1997,Jordan,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,0.000001,26.01010101,3.84466E-08,16,6.25E-08,0,0,0,1,25,0.886363637,0.509408557,0.561497888,0.522485433,6,15,0.454850994,0.553438714,0.588434547,0.540381117,-16.58809928,7,0.636363636,3,0,29
212,18,4,1997,Minardi,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,1E-18,26.01010101,3.84466E-20,16,6.25E-20,0,0,0,5,21,0.887042703,0.666442512,0.561497888,0.522485433,6,15,0.587502968,0.706083438,0.588434547,0.540381117,-44.2191204,10,0.909090909,4,0,29
212,20,4,1997,Prost,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,6,26.01010101,0.230679612,16,0.375,0,1,0,3,12,0.702883536,0.665854239,0.561497888,0.522485433,0,5,1,0.596320346,0.588434547,0.540381117,-0.980829253,2,0.181818182,1,1,29
212,21,4,1997,Arrows,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,1E-20,26.01010101,3.84466E-22,16,6.25E-22,0,0,0,7,14,0.553572585,0.670215924,0.561497888,0.522485433,0,6,1,0.738455988,0.588434547,0.540381117,-48.82429058,11,1,4,0,29
212,22,4,1997,Benetton,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,4.00000001,26.01010101,0.153786408,16,0.250000001,0,0,1,12,18,0.354951087,0.409977491,0.561497888,0.522485433,6,11,0.230169618,0.34061987,0.588434547,0.540381117,-1.386294359,3,0.272727273,2,1,29
212,24,4,1997,Stewart,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,4,21,0.706245144,0.526314767,0.561497888,0.522485433,0,3,1,0.657647908,0.588434547,0.540381117,-35.00878002,9,0.818181818,4,0,29
212,25,4,1997,Tyrrell,Spanish Grand Prix,Race,Race,Race,4.655,Montmeló,Spain,2,22,11,1E-10,26.01010101,3.84466E-12,16,6.25E-12,0,0,0,4,13,0.427447553,0.544350888,0.561497888,0.522485433,6,8,0.594597147,0.608556085,0.588434547,0.540381117,-25.79843965,8,0.727272727,3,0,29
213,1,7,1997,McLaren,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,0.01,26.01010101,0.000384466,16,0.000625,0,0,0,8,25,0.5229749,0.463970615,0.619580435,0.515678672,18,40,0.378551555,0.4400357,0.558333564,0.501891199,-7.377758908,7,0.636363636,3,0,37
213,3,7,1997,Williams,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,3,26.01010101,0.115339806,16,0.1875,0,0,0,4,19,0.46113917,0.677753461,0.619580435,0.515678672,18,40,0.348518696,0.460876974,0.558333564,0.501891199,-1.673976434,4,0.363636364,2,0,37
213,6,7,1997,Ferrari,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,10,26.01010101,0.384466019,16,0.625,1,0,0,8,27,0.422701721,0.412636312,0.619580435,0.515678672,18,40,0.358977628,0.314276675,0.558333564,0.501891199,-0.470003629,1,0.090909091,1,1,37
213,15,7,1997,Sauber,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,2.00000001,26.01010101,0.076893204,16,0.125000001,0,0,0,11,16,0.548792217,0.533860444,0.619580435,0.515678672,4,22,0.629313973,0.612544001,0.558333564,0.501891199,-2.079441537,5,0.454545455,2,0,37
213,17,7,1997,Jordan,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,4,26.01010101,0.153786408,16,0.25,0,0,1,1,24,0.681818182,0.462619199,0.619580435,0.515678672,6,15,0.446321874,0.520801477,0.558333564,0.501891199,-1.386294361,3,0.272727273,2,1,37
213,18,7,1997,Minardi,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,1.0001E-20,26.01010101,3.84504E-22,16,6.25063E-22,0,0,0,5,20,0.857374406,0.674164819,0.619580435,0.515678672,11,20,0.542507927,0.559970269,0.558333564,0.501891199,-48.82419059,11,1,4,0,37
213,20,7,1997,Prost,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,1,26.01010101,0.038446602,16,0.0625,0,0,0,3,12,0.700336701,0.400555556,0.619580435,0.515678672,0,5,1,0.604545455,0.558333564,0.501891199,-2.772588722,6,0.545454545,3,0,37
213,21,7,1997,Arrows,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,0.000101,26.01010101,3.88311E-06,16,6.3125E-06,0,0,0,7,14,0.546970063,0.467369231,0.619580435,0.515678672,12,18,0.543778007,0.55570049,0.558333564,0.501891199,-11.97297876,8,0.727272727,3,0,37
213,22,7,1997,Benetton,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,6,26.01010101,0.230679612,16,0.375,0,1,0,7,17,0.660333893,0.454891741,0.619580435,0.515678672,10,15,0.433461768,0.437459361,0.558333564,0.501891199,-0.980829253,2,0.181818182,1,1,37
213,24,7,1997,Stewart,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,1E-18,26.01010101,3.84466E-20,16,6.25E-20,0,0,0,4,20,0.749117781,0.538671796,0.619580435,0.515678672,0,3,1,0.537878788,0.558333564,0.501891199,-44.2191204,10,0.909090909,4,0,37
213,25,7,1997,Tyrrell,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,22,11,1.01E-12,26.01010101,3.88311E-14,16,6.3125E-14,0,0,0,3,11,0.663825758,0.585972222,0.619580435,0.515678672,18,20,0.460237779,0.476714001,0.558333564,0.501891199,-30.39365951,9,0.818181818,4,0,37
214,1,8,1997,McLaren,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,0.01,26.01010101,0.000384466,16,0.000625,0,0,0,7,24,0.290499427,0.373050038,0.657702517,0.551796785,6,18,0.422305717,0.357182714,0.592707011,0.520344809,-7.377758908,5,0.454545455,2,0,18
214,3,8,1997,Williams,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,9,26.01010101,0.346019417,16,0.5625,0,1,0,4,20,0.24476912,0.427748918,0.657702517,0.551796785,6,18,0.108998395,0.322696435,0.592707011,0.520344809,-0.575364145,2,0.181818182,1,1,18
214,6,8,1997,Ferrari,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,14,26.01010101,0.538252427,16,0.875,1,0,1,8,24,0.535239761,0.365837496,0.657702517,0.551796785,6,18,0.459744871,0.279384654,0.592707011,0.520344809,-0.133531393,1,0.090909091,1,2,18
214,15,8,1997,Sauber,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,0.0001,26.01010101,3.84466E-06,16,0.00000625,0,0,0,6,11,0.754681716,0.648263575,0.657702517,0.551796785,4,13,0.531385281,0.542349317,0.592707011,0.520344809,-11.98292909,6,0.545454545,3,0,18
214,17,8,1997,Jordan,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,1.000001,26.01010101,0.03844664,16,0.062500063,0,0,0,1,23,0.954545455,0.425769231,0.657702517,0.551796785,6,15,0.491093016,0.55477054,0.592707011,0.520344809,-2.772587722,4,0.363636364,2,0,18
214,18,8,1997,Minardi,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,1E-10,26.01010101,3.84466E-12,16,6.25E-12,0,0,0,5,8,0.845846654,0.750326757,0.657702517,0.551796785,6,15,0.602871516,0.685391031,0.592707011,0.520344809,-25.79843965,8,0.727272727,3,0,18
214,20,8,1997,Prost,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,0.00000001,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,0,14,1,0.681628788,0.657702517,0.551796785,0,5,1,0.563636364,0.592707011,0.520344809,-21.19326947,7,0.636363636,3,0,18
214,21,8,1997,Arrows,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,1E-12,26.01010101,3.84466E-14,16,6.25001E-14,0,0,0,7,14,0.570895771,0.585503039,0.657702517,0.551796785,0,6,1,0.75,0.592707011,0.520344809,-30.40360884,9,0.818181818,4,0,18
214,22,8,1997,Benetton,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,2,26.01010101,0.076893204,16,0.125,0,0,0,6,16,0.670992039,0.513516319,0.657702517,0.551796785,6,11,0.331358756,0.418344445,0.592707011,0.520344809,-2.079441542,3,0.272727273,2,0,18
214,24,8,1997,Stewart,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,1.01E-22,26.01010101,3.88311E-24,16,6.3125E-24,0,0,0,4,17,0.687468781,0.629679695,0.657702517,0.551796785,0,3,1,0.613636364,0.592707011,0.520344809,-53.41951044,11,1,4,0,18
214,25,8,1997,Tyrrell,French Grand Prix,Race,Race,Race,4.411,Magny-Cours,France,2,22,11,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,4,13,0.679788961,0.668440786,0.657702517,0.551796785,6,8,0.572019565,0.636401038,0.592707011,0.520344809,-35.00878002,10,0.909090909,4,0,18
215,1,9,1997,McLaren,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,3,26.01010101,0.115339806,16,0.1875,0,0,0,8,25,0.24603546,0.362348538,0.605808635,0.492798137,18,41,0.354137979,0.377117592,0.51959571,0.492419366,-1.673976434,2,0.181818182,1,0,36
215,3,9,1997,Williams,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,10,26.01010101,0.384466019,16,0.625,1,0,0,4,20,0.166666667,0.481017316,0.605808635,0.492798137,15,38,0.354940791,0.430383611,0.51959571,0.492419366,-0.470003629,1,0.090909091,1,1,36
215,6,9,1997,Ferrari,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,1E-18,26.01010101,3.84466E-20,16,6.25001E-20,0,0,0,8,27,0.695516983,0.476228864,0.605808635,0.492798137,29,52,0.387135534,0.346246124,0.51959571,0.492419366,-44.2191194,10,0.909090909,4,0,36
215,15,9,1997,Sauber,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,0.000001,26.01010101,3.84466E-08,16,6.25E-08,0,0,0,6,11,0.679935465,0.44887037,0.605808635,0.492798137,4,22,0.443603272,0.576434361,0.51959571,0.492419366,-16.58809928,6,0.545454545,3,0,36
215,17,9,1997,Jordan,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,2.01,26.01010101,0.07727767,16,0.125625,0,0,0,1,24,0.75,0.446829005,0.605808635,0.492798137,6,15,0.504336605,0.551814007,0.51959571,0.492419366,-2.074454,3,0.272727273,2,0,36
215,18,9,1997,Minardi,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,0.00000001,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,5,8,0.805330087,0.701411436,0.605808635,0.492798137,11,20,0.51324479,0.640471864,0.51959571,0.492419366,-21.19326947,7,0.636363636,3,0,36
215,20,9,1997,Prost,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,0.0001,26.01010101,3.84466E-06,16,6.25001E-06,0,0,0,0,17,1,0.504036797,0.605808635,0.492798137,0,5,1,0.572727273,0.51959571,0.492419366,-11.98292809,5,0.454545455,2,0,36
215,21,9,1997,Arrows,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,1,26.01010101,0.038446602,16,0.0625,0,0,0,7,14,0.644465951,0.562079414,0.605808635,0.492798137,8,14,0.451402301,0.577130938,0.51959571,0.492419366,-2.772588722,4,0.363636364,2,0,36
215,22,9,1997,Benetton,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,10,26.01010101,0.384466019,16,0.625,0,1,1,8,18,0.68204764,0.371469877,0.605808635,0.492798137,10,15,0.289485886,0.306626955,0.51959571,0.492419366,-0.470003629,1,0.090909091,1,2,36
215,24,9,1997,Stewart,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,4,20,0.645953006,0.468879147,0.605808635,0.492798137,0,3,1,0.598484848,0.51959571,0.492419366,-35.00878002,8,0.727272727,3,0,36
215,25,9,1997,Tyrrell,British Grand Prix,Race,Race,Race,5.891,Silverstone,UK,2,22,11,1.0001E-16,26.01010101,3.84504E-18,16,6.25063E-18,0,0,0,4,13,0.347943723,0.597608741,0.605808635,0.492798137,18,20,0.417265657,0.439175455,0.51959571,0.492419366,-39.61385022,9,0.818181818,4,0,36
216,1,10,1997,McLaren,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,4,26.01010101,0.153786408,16,0.25,0,0,1,8,24,0.456278595,0.416131464,0.661329787,0.528929232,19,36,0.354753107,0.391453089,0.555717099,0.516580813,-1.386294361,3,0.272727273,2,1,32
216,3,10,1997,Williams,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,1E-16,26.01010101,3.84466E-18,16,6.25E-18,0,0,0,4,19,0.331150794,0.551608947,0.661329787,0.528929232,18,35,0.320572626,0.418151327,0.555717099,0.516580813,-39.61395021,10,0.909090909,4,0,32
216,6,10,1997,Ferrari,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,6,26.01010101,0.230679612,16,0.375,0,1,0,8,25,0.378733974,0.409211976,0.661329787,0.528929232,20,37,0.374797943,0.350458231,0.555717099,0.516580813,-0.980829253,2,0.181818182,1,1,32
216,15,10,1997,Sauber,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,0.000001,26.01010101,3.84466E-08,16,6.25E-08,0,0,0,5,10,0.768074634,0.519661473,0.661329787,0.528929232,4,18,0.55400641,0.588501545,0.555717099,0.516580813,-16.58809928,7,0.636363636,3,0,32
216,17,10,1997,Jordan,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,2,26.01010101,0.076893204,16,0.125,0,0,0,0,20,1,0.410927457,0.661329787,0.528929232,6,15,0.507718568,0.547380357,0.555717099,0.516580813,-2.079441542,5,0.454545455,2,0,32
216,18,10,1997,Minardi,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,1E-20,26.01010101,3.84466E-22,16,6.25E-22,0,0,0,5,8,0.815815019,0.721512515,0.661329787,0.528929232,11,20,0.663102593,0.684511621,0.555717099,0.516580813,-48.82429058,11,1,4,0,32
216,20,10,1997,Prost,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,3.01,26.01010101,0.115724272,16,0.188125,0,0,0,0,14,1,0.557219517,0.661329787,0.528929232,0,5,1,0.528571429,0.555717099,0.516580813,-1.670648643,4,0.363636364,2,0,32
216,21,10,1997,Arrows,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,0.0001,26.01010101,3.84466E-06,16,0.00000625,0,0,0,7,14,0.695430403,0.698466378,0.661329787,0.528929232,12,18,0.46031433,0.5117223,0.555717099,0.516580813,-11.98292909,6,0.545454545,3,0,32
216,22,10,1997,Benetton,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,11,26.01010101,0.422912621,16,0.6875,1,0,0,19,25,0.31864744,0.333171904,0.661329787,0.528929232,11,16,0.356854494,0.387179997,0.555717099,0.516580813,-0.374693449,1,0.090909091,1,1,32
216,24,10,1997,Stewart,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,1E-12,26.01010101,3.84466E-14,16,6.25001E-14,0,0,0,4,17,0.795913462,0.627806829,0.661329787,0.528929232,0,3,1,0.748917749,0.555717099,0.516580813,-30.40360884,9,0.818181818,4,0,32
216,25,10,1997,Tyrrell,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,22,11,1E-08,26.01010101,3.84466E-10,16,6.25001E-10,0,0,0,4,14,0.714583334,0.572503092,0.661329787,0.528929232,19,21,0.520768016,0.525541295,0.555717099,0.516580813,-21.19326847,8,0.727272727,3,0,32
217,1,11,1997,McLaren,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,22,11,1E-16,26.01010101,3.84466E-18,16,6.25E-18,0,0,0,7,24,0.454107557,0.370484391,0.644117075,0.532502373,11,34,0.399549154,0.358241584,0.544240079,0.514632643,-39.61395021,10,0.909090909,4,0,34
217,3,11,1997,Williams,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,22,11,10,26.01010101,0.384466019,16,0.625,1,0,0,4,18,0.26686508,0.506078644,0.644117075,0.532502373,11,34,0.184149903,0.395783983,0.544240079,0.514632643,-0.470003629,1,0.090909091,1,1,34
217,6,11,1997,Ferrari,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,22,11,3.000001,26.01010101,0.115339844,16,0.187500063,0,0,0,8,26,0.565791485,0.502533458,0.644117075,0.532502373,11,34,0.469228968,0.338763472,0.544240079,0.514632643,-1.6739761,4,0.363636364,2,0,34
217,15,11,1997,Sauber,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,22,11,4,26.01010101,0.153786408,16,0.25,0,0,1,8,13,0.636512327,0.645121678,0.644117075,0.532502373,4,22,0.543440934,0.601847584,0.544240079,0.514632643,-1.386294361,3,0.272727273,2,1,34
217,17,11,1997,Jordan,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,22,11,2,26.01010101,0.076893204,16,0.125,0,0,0,0,23,1,0.448318349,0.644117075,0.532502373,6,15,0.555958666,0.523775963,0.544240079,0.514632643,-2.079441542,5,0.454545455,2,0,34
217,18,11,1997,Minardi,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,22,11,1.0001E-08,26.01010101,3.84504E-10,16,6.25063E-10,0,0,0,5,8,0.778396255,0.576693849,0.644117075,0.532502373,11,20,0.586581911,0.649568103,0.544240079,0.514632643,-21.19316947,8,0.727272727,3,0,34
